X,Y,CCN,REPORT_DAT,START_DATE,END_DATE,BLOCK,OFFENSE,METHOD,SHIFT,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,BID,XBLOCK,YBLOCK,LATITUDE,LONGITUDE,OBJECTID,OCTO_RECORD_ID
397171,137408,20035059,2020/02/27 04:37:09+00,2020/02/27 03:50:15+00,2020/02/27 03:51:37+00,1100 - 1199 BLOCK OF VERMONT AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2C,2,207,Cluster 8,010100 3,010100,Precinct 17,DOWNTOWN,397171,137408,38.904523934,-77.0326153266,940707838,
402940,140017,20035657,2020/02/28 03:21:15+00,2020/02/28 02:13:22+00,2020/02/28 03:21:26+00,2900 - 2999 BLOCK OF VISTA STREET NE,THEFT/OTHER,OTHERS,EVENING,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,,402940,140017,38.9280263058,-76.966093791,940707839,
401996,136793,20035944,2020/02/28 17:40:19+00,2020/02/28 17:04:31+00,2020/02/28 17:10:11+00,1800 - 1869 BLOCK OF BENNING ROAD NE,THEFT F/AUTO,OTHERS,DAY,7,7D,5,507,Cluster 25,007901 1,007901,Precinct 81,,401996,136793,38.8989860818,-76.9769900539,940707840,
400867,132951,20036055,2020/02/29 03:28:24+00,2020/02/28 20:49:10+00,2020/02/28 21:09:29+00,2200 - 2228 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,THEFT/OTHER,OTHERS,EVENING,8,8A,7,701,Cluster 28,007503 1,007503,Precinct 114,ANACOSTIA,400867,132951,38.864377696,-76.9900100454,940707841,
403589,138962,20036116,2020/02/28 22:52:52+00,2020/02/28 10:00:44+00,2020/02/28 10:30:11+00,3300 - 3599 BLOCK OF V STREET NE,THEFT/OTHER,OTHERS,EVENING,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,,403589,138962,38.9185201178,-76.9586145699,940707842,
397161,140414,20036633,2020/02/29 20:36:37+00,2020/02/29 19:33:52+00,2020/02/29 20:18:31+00,3400 - 3416 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1A,4,408,Cluster 2,002900 2,002900,Precinct 41,,397161,140414,38.9316029364,-77.0327430462,940707843,
393039,142375,20036805,2020/03/01 04:09:46+00,2020/03/01 00:34:56+00,2020/03/01 01:09:31+00,4530 - 4599 BLOCK OF WISCONSIN AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,3,3E,2,202,Cluster 11,001100 4,001100,Precinct 32,,393039,142375,38.949245201,-77.0803031975,940707844,
397423,139598,20036943,2020/03/01 07:04:07+00,2020/03/01 01:00:33+00,2020/03/01 06:20:25+00,2600 - 2699 BLOCK OF 13TH STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,1,1B,3,304,Cluster 2,003600 3,003600,Precinct 36,,397423,139598,38.9242529614,-77.0297182574,940707845,
396171,137945,20080798,2020/06/01 06:46:06+00,2020/06/01 02:50:25+00,2020/06/01 02:51:34+00,1 - 7 BLOCK OF DUPONT CIRCLE NW,ROBBERY,OTHERS,MIDNIGHT,2,2B,2,208,Cluster 6,005502 3,005502,Precinct 14,DUPONT CIRCLE,396171,137945,38.9093576286,-77.0441472433,940707934,
400770,140681,20080827,2020/06/01 07:39:57+00,2020/06/01 05:35:32+00,2020/06/01 05:40:20+00,3600 - 3699 BLOCK OF 12TH STREET NE,BURGLARY,OTHERS,MIDNIGHT,5,5B,5,504,Cluster 22,009301 2,009301,Precinct 68,,400770,140681,38.9340124027,-76.991119057,940707935,
394472,137809,20080888,2020/06/01 11:26:03+00,2020/06/01 07:38:03+00,2020/06/01 07:39:03+00,1343 - 1422 BLOCK OF WISCONSIN AVENUE NW,BURGLARY,OTHERS,DAY,2,2E,2,206,Cluster 4,000202 2,000202,Precinct 6,GEORGETOWN,394472,137809,38.9081234503,-77.0637351132,940707936,
401135,136927,20081009,2020/06/01 13:29:02+00,2020/06/01 11:09:47+00,2020/06/01 13:32:47+00,1300 - 1399 BLOCK OF H STREET NE,BURGLARY,OTHERS,DAY,6,6A,1,104,Cluster 25,008402 1,008402,Precinct 82,,401135,136927,38.9001947352,-76.9869154654,940707937,
402582,136976,20081031,2020/06/01 13:10:28+00,2020/05/29 18:00:02+00,2020/05/30 11:00:27+00,600 - 899 BLOCK OF 26TH STREET NE,THEFT/OTHER,OTHERS,DAY,5,5D,5,507,Cluster 23,008904 3,008904,Precinct 79,,402582,136976,38.9006330854,-76.9702339414,940707938,
400930,136927,20082148,2020/06/03 05:32:23+00,2020/06/03 04:14:51+00,,1200 - 1299 BLOCK OF H STREET NE,BURGLARY,OTHERS,MIDNIGHT,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,,400930,136927,38.900194976,-76.9892787513,940707939,
400530,132799,20082949,2020/06/04 18:48:42+00,2020/05/04 16:29:03+00,2020/06/04 19:16:28+00,2400 - 2499 BLOCK OF SHANNON PLACE SE,BURGLARY,OTHERS,DAY,8,8A,7,703,Cluster 37,007401 1,007401,Precinct 119,,400530,132799,38.8630086846,-76.9938932245,940707940,
397831,137367,20083044,2020/06/05 09:45:20+00,2020/06/04 16:07:04+00,2020/06/04 21:24:13+00,900 - 999 BLOCK OF L STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,2,2G,3,307,Cluster 8,004902 3,004902,Precinct 129,,397831,137367,38.904156468,-77.0250061076,940707941,
393083,139120,20083138,2020/06/05 01:17:49+00,2020/06/03 22:00:56+00,2020/06/04 13:30:09+00,2200 - 2299 BLOCK OF 40TH PLACE NW,THEFT F/AUTO,OTHERS,EVENING,3,3B,2,204,Cluster 14,000300 2,000300,Precinct 11,,393083,139120,38.9199235403,-77.0797627975,940707942,
405728,134985,20084006,2020/06/06 22:25:37+00,2020/06/05 22:00:57+00,2020/06/06 17:00:09+00,4700 - 4809 BLOCK OF BENNING ROAD SE,MOTOR VEHICLE THEFT,OTHERS,EVENING,7,7E,6,604,Cluster 33,009904 1,009904,Precinct 104,,405728,134985,38.8826825514,-76.9339825323,940707943,
400930,134507,20084134,2020/06/07 02:02:15+00,2020/06/07 00:40:33+00,2020/06/07 00:55:36+00,1200 - 1299 BLOCK OF K STREET SE,MOTOR VEHICLE THEFT,OTHERS,EVENING,6,6B,1,106,Cluster 26,007100 1,007100,Precinct 91,,400930,134507,38.8783947074,-76.9892820268,940707944,
395521,137007,20084239,2020/06/07 06:59:49+00,2020/06/07 04:37:19+00,2020/06/07 05:15:11+00,900 - 915 BLOCK OF NEW HAMPSHIRE AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2A,2,207,Cluster 5,005601 3,005601,Precinct 3,,395521,137007,38.9009047255,-77.0516354334,940707945,
404478,133174,20084616,2020/06/07 23:33:09+00,2020/06/07 21:36:26+00,,3900 - 3919 BLOCK OF R STREET SE,ASSAULT W/DANGEROUS WEAPON,GUN,EVENING,7,7B,6,605,Cluster 34,009902 2,009902,Precinct 110,,404478,133174,38.8663755988,-76.9484010714,940707946,
402068,133380,20085144,2020/06/08 23:33:49+00,2020/05/31 23:34:13+00,2020/06/01 23:34:15+00,1900 - 2099 BLOCK OF S STREET SE,THEFT F/AUTO,OTHERS,EVENING,8,8A,6,607,Cluster 34,007605 1,007605,Precinct 112,,402068,133380,38.8682403003,-76.9761703064,940707947,
402796,133744,20085231,2020/06/09 03:24:46+00,2020/06/09 02:08:53+00,2020/06/09 03:26:07+00,1500 - 1599 BLOCK OF 28TH STREET SE,ROBBERY,OTHERS,MIDNIGHT,7,7B,6,607,Cluster 34,007604 1,007604,Precinct 111,,402796,133744,38.8715173466,-76.967780037,940707948,
400685,134295,20085334,2020/06/09 07:32:49+00,2020/06/09 04:30:53+00,2020/06/09 06:32:36+00,1000 - 1099 BLOCK OF M STREET SE,ROBBERY,OTHERS,MIDNIGHT,8,8F,1,106,Cluster 27,007203 2,007203,Precinct 131,CAPITOL RIVERFRONT,400685,134295,38.8764851528,-76.9921057901,940707949,
402423,134032,20085875,2020/06/11 03:46:33+00,2020/06/10 08:59:20+00,2020/06/10 10:42:39+00,2300 - 2399 BLOCK OF PENNSYLVANIA AVENUE SE,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,7,7B,6,607,Cluster 34,007601 1,007601,Precinct 111,,402423,134032,38.8741128729,-76.9720773214,940707950,
400038,137846,20085902,2020/06/10 12:35:40+00,2020/06/10 11:38:35+00,2020/06/10 12:27:01+00,1250 - 1299 BLOCK OF 4TH STREET NE,THEFT F/AUTO,OTHERS,DAY,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,,400038,137846,38.9084741421,-76.9995618766,940707951,
402887,134282,20086365,2020/06/11 08:13:49+00,2020/06/11 06:26:49+00,,2900 - 2943 BLOCK OF NELSON PLACE SE,ASSAULT W/DANGEROUS WEAPON,GUN,MIDNIGHT,7,7B,6,605,Cluster 34,007709 1,007709,Precinct 111,,402887,134282,38.8763635712,-76.9667291307,940707952,
397868,141140,20086566,2020/06/11 20:12:01+00,2020/06/11 18:20:35+00,2020/06/11 18:23:43+00,3800  - 3899 BLOCK OF GEORGIA AVENUE NW,ROBBERY,OTHERS,EVENING,4,4C,4,407,Cluster 18,002400 1,002400,Precinct 45,,397868,141140,38.9381449622,-77.0245912572,940707953,
403636,140294,20086859,2020/06/12 07:40:33+00,2020/06/12 02:00:52+00,2020/06/12 07:20:04+00,3043 - 3299 BLOCK OF BLADENSBURG ROAD NE,THEFT F/AUTO,OTHERS,MIDNIGHT,5,5C,5,503,Cluster 24,009000 1,009000,Precinct 139,,403636,140294,38.930519003,-76.9580655486,940707954,
394956,145142,20087546,2020/06/13 18:15:03+00,2020/06/12 21:00:19+00,2020/06/13 14:00:21+00,6300  - 6599 BLOCK OF 31ST STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,4,3/4G,2,201,Cluster 10,001500 4,001500,Precinct 51,,394956,145142,38.9741841327,-77.0582087429,940707955,
397746,137450,20053195,2020/04/02 10:41:38+00,2020/03/31 18:25:10+00,2020/03/31 19:16:43+00,1100 - 1199 BLOCK OF 10TH STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2G,3,307,Cluster 8,004902 3,004902,Precinct 129,,397746,137450,38.9049039473,-77.0259863335,940707962,
392976,142632,20053469,2020/04/01 13:22:49+00,2020/03/31 16:00:07+00,2020/03/31 20:00:20+00,4700 - 4799 BLOCK OF WISCONSIN AVENUE NW,THEFT F/AUTO,OTHERS,DAY,3,3E,2,202,Cluster 11,001100 4,001100,Precinct 32,,392976,142632,38.951559825,-77.0810326068,940707963,
396504,137376,20053493,2020/04/01 14:27:46+00,2020/04/01 13:50:19+00,2020/04/01 14:00:09+00,1100 - 1129 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,DAY,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,GOLDEN TRIANGLE,396504,137376,38.904233267,-77.0403049553,940707964,
405450,137846,20053771,2020/04/02 02:19:53+00,2020/04/02 01:09:38+00,,1300 - 1499 BLOCK OF KENILWORTH AVENUE NE,BURGLARY,OTHERS,EVENING,7,7C,6,602,Cluster 31,009601 1,009601,Precinct 92,,405450,137846,38.9084572461,-76.9371638944,940707965,
397228,137798,20053904,2020/04/02 15:01:38+00,2020/04/02 13:50:23+00,2020/04/02 13:51:50+00,1300 - 1399 BLOCK OF 14TH STREET NW,THEFT F/AUTO,OTHERS,DAY,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 17,,397228,137798,38.9080373712,-77.0319597522,940707966,
398730,137462,20075799,2020/05/22 17:27:43+00,2020/05/22 16:39:11+00,2020/05/22 17:28:11+00,1102 - 1179 BLOCK OF NEW JERSEY AVENUE NW,THEFT/OTHER,OTHERS,DAY,6,6E,1,102,Cluster 8,004704 2,004704,Precinct 1,,398730,137462,38.90501402,-77.0146418341,940707989,
399852,143321,20075927,2020/05/22 22:21:00+00,2020/05/22 20:45:50+00,2020/05/22 21:20:24+00,300  - 399 BLOCK OF RIGGS ROAD NE,MOTOR VEHICLE THEFT,OTHERS,EVENING,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,,399852,143321,38.9577945906,-77.001707556,940707990,
400557,130171,20113774,2020/08/09 22:18:27+00,2020/08/09 20:40:14+00,2020/08/09 22:00:41+00,3500 - 3703 BLOCK OF WHEELER ROAD SE,MOTOR VEHICLE THEFT,GUN,EVENING,8,8C,7,705,Cluster 39,009804 1,009804,Precinct 122,,400557,130171,38.8393345037,-76.9935842527,940708045,
401601,134717,20114005,2020/08/10 08:37:29+00,2020/08/10 07:32:00+00,2020/08/10 07:52:10+00,1600 - 1699 BLOCK OF H STREET SE,THEFT F/AUTO,OTHERS,MIDNIGHT,6,6B,1,107,Cluster 26,006802 2,006802,Precinct 91,,401601,134717,38.8802855038,-76.9815484625,940708046,
400594,139371,20114074,2020/08/10 13:22:06+00,2020/08/09 17:30:24+00,2020/08/09 18:00:36+00,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,THEFT F/AUTO,OTHERS,DAY,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,,400594,139371,38.9222116506,-76.9931501206,940708047,
400594,139371,20114167,2020/08/10 17:09:44+00,2020/08/10 16:09:36+00,2020/08/10 17:05:35+00,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,THEFT/OTHER,OTHERS,DAY,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,,400594,139371,38.9222116506,-76.9931501206,940708048,
397497,136959,20095893,2020/07/02 11:40:32+00,2020/07/02 10:12:13+00,2020/07/02 11:00:45+00,1200 - 1299 BLOCK OF NEW YORK AVENUE NW,ASSAULT W/DANGEROUS WEAPON,KNIFE,DAY,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,DOWNTOWN,397497,136959,38.9004801719,-77.0288552614,940708090,
398127,140238,20096516,2020/07/04 00:54:04+00,2020/07/03 22:45:34+00,2020/07/03 23:40:25+00,500 - 699 BLOCK OF KENYON STREET NW,THEFT F/AUTO,OTHERS,EVENING,1,1E,4,409,Cluster 2,003200 3,003200,Precinct 38,,398127,140238,38.9300200645,-77.021601396,940708091,
406165,135560,20097538,2020/07/06 06:34:22+00,2020/07/02 17:00:15+00,2020/07/03 11:00:32+00,5000 - 5099 BLOCK OF A STREET SE,THEFT F/AUTO,OTHERS,MIDNIGHT,7,7E,6,604,Cluster 33,009904 2,009904,Precinct 104,,406165,135560,38.887859414,-76.9289407777,940708092,
403889,139433,20097854,2020/07/07 01:02:57+00,2020/07/06 03:00:40+00,2020/07/06 19:30:47+00,3600 - 3619 BLOCK OF HANSBERRY COURT NE,THEFT F/AUTO,OTHERS,EVENING,5,5C,5,503,Cluster 24,009000 2,009000,Precinct 139,,403889,139433,38.9227617618,-76.9551525461,940708093,
401480,135000,20098135,2020/07/07 15:54:08+00,2020/06/28 18:11:30+00,2020/06/28 18:15:45+00,1500 - 1599 BLOCK OF E STREET SE,THEFT/OTHER,OTHERS,DAY,7,7D,1,107,Cluster 26,006802 2,006802,Precinct 91,,401480,135000,38.8828350895,-76.982942379,940708094,
400233,136927,20098179,2020/07/07 17:35:55+00,2020/07/03 00:30:22+00,2020/07/03 00:40:23+00,600 - 699 BLOCK OF H STREET NE,THEFT/OTHER,OTHERS,DAY,6,6C,1,104,Cluster 25,010602 2,010602,Precinct 83,,400233,136927,38.9001954371,-76.9973139237,940708095,
401747,136474,20098385,2020/07/08 02:51:21+00,2020/07/07 20:00:08+00,2020/07/07 22:45:17+00,1700 - 1799 BLOCK OF E STREET NE,MOTOR VEHICLE THEFT,OTHERS,EVENING,7,7D,5,507,Cluster 25,007901 1,007901,Precinct 81,,401747,136474,38.8961129444,-76.9798613443,940708096,
397497.210000001,137185.879999999,20098423,2020/07/08 03:51:00+00,2020/07/07 22:40:40+00,2020/07/08 00:30:42+00,1200 - 1299 BLOCK OF K STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,DOWNTOWN,397497.21,137185.88,38.9025239882,-77.0288536671,940708097,
397943,140505,20099116,2020/07/09 18:35:09+00,2020/07/09 18:01:37+00,2020/07/09 18:03:24+00,3400 - 3499 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,DAY,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 38,,397943,140505,38.9324248709,-77.0237242767,940708098,
401521,136902,20099359,2020/07/10 05:52:06+00,2020/07/09 23:30:09+00,2020/07/10 01:58:48+00,1500 - 1599 BLOCK OF BENNING ROAD NE,ASSAULT W/DANGEROUS WEAPON,OTHERS,MIDNIGHT,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,,401521,136902,38.8999689431,-76.9824656262,940708099,
399489,137576,20099532,2020/07/10 17:50:40+00,2020/07/10 17:29:31+00,2020/07/10 17:31:01+00,1200 - 1229 BLOCK OF 1ST STREET NE,SEX ABUSE,OTHERS,DAY,6,6E,5,501,Cluster 25,010601 2,010601,Precinct 144,NOMA,399489,137576,38.9060417408,-77.0058914055,940708100,
401601,130970,20000542,2020/01/01 22:54:26+00,2020/01/01 22:10:20+00,,1500 - 1699 BLOCK OF ALABAMA AVENUE SE,THEFT/OTHER,OTHERS,EVENING,8,8E,7,704,Cluster 38,007304 4,007304,Precinct 120,,401601,130970,38.8465309715,-76.9815571869,940708234,
399548,134410,20000902,2020/01/02 17:08:59+00,2020/01/02 12:00:14+00,2020/01/02 16:19:15+00,100 - 149 BLOCK OF L STREET SE,THEFT F/AUTO,OTHERS,DAY,6,8F,1,106,Cluster 27,007202 1,007202,Precinct 131,CAPITOL RIVERFRONT,399548,134410,38.8775212689,-77.0052091017,940708235,
405391,135837,20001270,2020/01/03 03:04:30+00,2020/01/03 00:55:08+00,2020/01/03 02:37:46+00,4500 - 4509 BLOCK OF BENNING ROAD NE,THEFT/OTHER,OTHERS,EVENING,7,7F,6,603,Cluster 32,009603 1,009603,Precinct 102,,405391,135837,38.8903598202,-76.9378599052,940708236,
400312,132107,20001644,2020/01/03 19:48:30+00,2020/01/03 18:18:07+00,2020/01/03 19:49:06+00,2900 - 2999 BLOCK OF POMEROY ROAD SE,ASSAULT W/DANGEROUS WEAPON,GUN,DAY,8,8C,7,703,Cluster 37,007401 2,007401,Precinct 119,,400312,132107,38.8567749616,-76.996405382,940708237,
396455,139555,20002282,2020/01/05 00:27:38+00,2020/01/04 20:45:55+00,2020/01/04 21:07:26+00,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,THEFT/OTHER,OTHERS,EVENING,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,ADAMS MORGAN,396455,139555,38.9238622318,-77.0408811202,940708238,
396619.039999999,137186.120000001,20002902,2020/01/05 23:57:46+00,2020/01/05 22:38:30+00,2020/01/05 22:44:25+00,1700 - 1709 BLOCK OF K STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,GOLDEN TRIANGLE,396619.04,137186.12,38.9025232111,-77.0389777387,940708239,
397154,145640,20094187,2020/06/28 17:18:46+00,2020/06/26 02:00:02+00,2020/06/26 16:00:11+00,1319  - 1399 BLOCK OF FLORAL STREET NW,THEFT F/AUTO,OTHERS,DAY,4,4A,4,401,Cluster 16,001600 3,001600,Precinct 62,,397154,145640,38.9786801039,-77.0328454654,940708413,
404451,136157,20094478,2020/06/29 04:25:42+00,2020/06/29 03:22:16+00,,3800 - 3999 BLOCK OF DIX STREET NE,ASSAULT W/DANGEROUS WEAPON,OTHERS,MIDNIGHT,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,,404451,136157,38.8932477602,-76.9486928675,940708414,
404896,136155,20094943,2020/06/30 07:13:25+00,2020/06/30 05:39:14+00,2020/06/30 06:36:52+00,4100 - 4199 BLOCK OF BENNING ROAD NE,ASSAULT W/DANGEROUS WEAPON,GUN,MIDNIGHT,7,7F,6,603,Cluster 32,009603 1,009603,Precinct 102,,404896,136155,38.8932273778,-76.9435633225,940708415,
400233,136927,20095303,2020/07/01 02:54:42+00,2020/06/19 15:00:14+00,2020/06/23 16:00:36+00,600 - 699 BLOCK OF H STREET NE,MOTOR VEHICLE THEFT,OTHERS,EVENING,6,6C,1,104,Cluster 25,008302 2,008302,Precinct 83,,400233,136927,38.9001954371,-76.9973139237,940708416,
404939,135095,20095786,2020/07/02 20:54:53+00,2020/07/02 01:39:02+00,2020/07/02 02:29:03+00,400 - 499 BLOCK OF BURBANK STREET SE,THEFT/OTHER,OTHERS,EVENING,7,7F,6,603,Cluster 33,007703 2,007703,Precinct 103,,404939,135095,38.8836782596,-76.9430752765,940708417,
401238,132700,20095798,2020/07/02 06:30:03+00,2020/06/28 02:00:29+00,2020/06/30 20:40:39+00,1424 - 1455 BLOCK OF CEDAR STREET SE,THEFT/OTHER,OTHERS,MIDNIGHT,8,8A,7,701,Cluster 28,007503 2,007503,Precinct 114,,401238,132700,38.8621161397,-76.9857356726,940708418,
394626,137194,20096408,2020/07/03 20:21:45+00,2020/07/03 18:30:59+00,2020/07/03 19:50:30+00,3100 - 3199 BLOCK OF K STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,GEORGETOWN,394626,137194,38.9025842716,-77.0619547575,940708419,
400992,137795,20096972,2020/07/04 22:15:07+00,2020/07/04 20:51:14+00,2020/07/04 22:15:18+00,1600 - 1619 BLOCK OF WEST VIRGINIA AVENUE NE,ROBBERY,OTHERS,EVENING,5,5D,5,506,Cluster 23,008804 1,008804,Precinct 76,,400992,137795,38.9080141576,-76.9885627477,940708420,
401897,135647,20097871,2020/07/07 01:25:43+00,2020/07/05 10:30:35+00,2020/07/05 14:00:42+00,1800 - 1899 BLOCK OF A STREET SE,MOTOR VEHICLE THEFT,OTHERS,EVENING,7,7D,1,107,Cluster 26,006801 1,006801,Precinct 87,,401897,135647,38.8886627111,-76.9781344931,940708421,
396049,138543,20097946,2020/07/08 06:08:08+00,2020/07/06 12:30:46+00,2020/07/06 21:30:52+00,2000 - 2029 BLOCK OF FLORIDA AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,1,1C,3,303,Cluster 1,004002 3,004002,Precinct 25,DUPONT CIRCLE,396049,138543,38.9147440746,-77.045557308,940708422,
396421,141613,20098399,2020/07/08 09:06:02+00,2020/06/26 17:30:25+00,2020/06/26 19:00:30+00,4200  - 4299 BLOCK OF 18TH STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,4,4E,4,404,Cluster 18,002600 2,002600,Precinct 48,,396421,141613,38.9424011806,-77.0412839428,940708423,
404376,135223,20098526,2020/07/08 14:31:12+00,2020/07/08 11:15:39+00,2020/07/08 14:12:30+00,3700 - 3899 BLOCK OF D STREET SE,ROBBERY,OTHERS,DAY,7,7F,6,603,Cluster 32,007703 3,007703,Precinct 107,,404376,135223,38.8848343149,-76.9495633484,940708424,
399120,143753,20098665,2020/07/08 18:54:41+00,2020/07/08 16:53:43+00,2020/07/08 18:15:29+00,5900  - 5979 BLOCK OF BLAIR ROAD NW,MOTOR VEHICLE THEFT,OTHERS,DAY,4,4B,4,406,Cluster 17,009505 2,009505,Precinct 64,,399120,143753,38.9616857293,-77.01015359,940708425,
401878,131928,20099296,2020/07/10 02:16:43+00,2020/07/09 20:10:04+00,2020/07/09 21:50:09+00,1800 - 1899 BLOCK OF GAINESVILLE STREET SE,THEFT F/AUTO,OTHERS,EVENING,8,8B,7,702,Cluster 37,007407 1,007407,Precinct 118,,401878,131928,38.8551605037,-76.9783636538,940708426,
401097,136742,20100428,2020/07/12 19:56:50+00,2020/07/11 22:00:11+00,2020/07/12 15:00:16+00,1300 - 1353 BLOCK OF MARYLAND AVENUE NE,THEFT F/AUTO,OTHERS,EVENING,6,6A,1,104,Cluster 25,008001 1,008001,Precinct 81,,401097,136742,38.898528237,-76.9873538333,940708427,
402497,131749,20100973,2020/07/14 02:20:50+00,2020/07/13 23:05:48+00,2020/07/13 23:10:19+00,3000 - 3099 BLOCK OF 24TH PLACE SE,THEFT/OTHER,OTHERS,EVENING,8,8B,7,702,Cluster 36,007408 2,007408,Precinct 115,,402497,131749,38.8535464555,-76.9712328353,940708428,
397117,138916,20101525,2020/07/15 03:23:03+00,2020/07/15 02:57:05+00,2020/07/15 03:23:11+00,1400 - 1499 BLOCK OF V STREET NW,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,1,1B,3,301,Cluster 3,004300 2,004300,Precinct 22,,397117,138916,38.9181083344,-77.0332442198,940708429,
398099,136943,20101802,2020/07/16 20:26:56+00,2020/07/15 18:47:51+00,2020/07/15 19:14:23+00,800 - 899 BLOCK OF 7TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,DOWNTOWN,398099,136943,38.9003375462,-77.0219151985,940708430,
402151,136849,20102299,2020/07/16 23:15:29+00,2020/07/16 18:23:10+00,,1900 - 2099 BLOCK OF BENNETT PLACE NE,ASSAULT W/DANGEROUS WEAPON,KNIFE,EVENING,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,,402151,136849,38.8994901843,-76.9752030341,940708431,
397430,138552,20103173,2020/07/18 16:13:21+00,2020/07/16 03:00:54+00,2020/07/16 22:00:16+00,1800 - 1899 BLOCK OF 13TH STREET NW,THEFT F/AUTO,OTHERS,DAY,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,,397430,138552,38.914830273,-77.0296336169,940708432,
401449,137734,20103423,2020/07/19 04:58:06+00,2020/07/19 02:49:56+00,2020/07/19 04:44:57+00,1643 - 1699 BLOCK OF TRINIDAD AVENUE NE,ASSAULT W/DANGEROUS WEAPON,GUN,MIDNIGHT,5,5D,5,506,Cluster 23,008804 2,008804,Precinct 78,,401449,137734,38.9074640139,-76.9832939005,940708433,
398984,137184,20103453,2020/07/19 05:08:38+00,2020/07/19 02:00:59+00,2020/07/19 04:30:00+00,43 - 99 BLOCK OF K STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,6,6E,1,102,Cluster 8,004702 1,004702,Precinct 1,,398984,137184,38.9025100284,-77.0117130561,940708434,
391718,141167,20103620,2020/07/19 17:32:45+00,2020/07/19 01:30:37+00,2020/07/19 11:00:04+00,4800 - 4899 BLOCK OF QUEBEC STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,3,3D,2,205,Cluster 13,000903 2,000903,Precinct 9,,391718,141167,38.9383517373,-77.0955278695,940708435,
401830,130676,20103859,2020/07/19 04:00:00+00,2020/07/20 03:30:24+00,2020/07/20 03:40:36+00,3500 - 3599 BLOCK OF STANTON ROAD SE,HOMICIDE,GUN,MIDNIGHT,8,8E,7,704,Cluster 38,007409 3,007409,Precinct 116,,401830,130676,38.8438820428,-76.9789199902,940708436,
394550,137528,20042958,2020/03/11 01:07:42+00,2020/03/10 22:47:56+00,2020/03/10 22:56:57+00,1200 - 1237 BLOCK OF WISCONSIN AVENUE NW,THEFT/OTHER,OTHERS,EVENING,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,GEORGETOWN,394550,137528,38.9055925925,-77.062833582,940708466,
400930,136398,20043263,2020/03/11 14:31:38+00,2020/03/11 13:31:12+00,,1200 - 1299 BLOCK OF DUNCAN PLACE NE,THEFT F/AUTO,OTHERS,DAY,6,6A,1,108,Cluster 25,008001 2,008001,Precinct 81,,400930,136398,38.8954295526,-76.9892794675,940708467,
